,Title,Date,day_of_week,month,Shows,len,title,season,episode,Unnamed: 0,show_id,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Unnamed: 0.1,tconst,titleType,primaryTitle,isAdult,startYear,endYear,runtimeMinutes,genres
1943,The Fosters: Season 3: Lucky,2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Lucky']",3.0,The Fosters, Season 3, Lucky,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1944,The Fosters: Season 3: Lucky,2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Lucky']",3.0,The Fosters, Season 3, Lucky,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1945,The Fosters: Season 3: Idyllwild,2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Idyllwild']",3.0,The Fosters, Season 3, Idyllwild,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1946,The Fosters: Season 3: Idyllwild,2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Idyllwild']",3.0,The Fosters, Season 3, Idyllwild,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1947,The Fosters: Season 3: Daughters,2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Daughters']",3.0,The Fosters, Season 3, Daughters,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1948,The Fosters: Season 3: Daughters,2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Daughters']",3.0,The Fosters, Season 3, Daughters,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1949,"The Fosters: Season 3: Faith, Hope, Love",2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Faith, Hope, Love']",3.0,The Fosters, Season 3," Faith, Hope, Love",1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1950,"The Fosters: Season 3: Faith, Hope, Love",2020-01-20,Monday,January,"['The Fosters', ' Season 3', ' Faith, Hope, Love']",3.0,The Fosters, Season 3," Faith, Hope, Love",1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1951,The Fosters: Season 3: It's My Party,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', "" It's My Party""]",3.0,The Fosters, Season 3, It's My Party,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1952,The Fosters: Season 3: It's My Party,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', "" It's My Party""]",3.0,The Fosters, Season 3, It's My Party,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1953,The Fosters: Season 3: Going South,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' Going South']",3.0,The Fosters, Season 3, Going South,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1954,The Fosters: Season 3: Going South,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' Going South']",3.0,The Fosters, Season 3, Going South,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1955,The Fosters: Season 3: More Than Words,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' More Than Words']",3.0,The Fosters, Season 3, More Than Words,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1956,The Fosters: Season 3: More Than Words,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' More Than Words']",3.0,The Fosters, Season 3, More Than Words,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1957,The Fosters: Season 3: Déjà Vu,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' Déjà Vu']",3.0,The Fosters, Season 3, Déjà Vu,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1958,The Fosters: Season 3: Déjà Vu,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' Déjà Vu']",3.0,The Fosters, Season 3, Déjà Vu,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1959,The Fosters: Season 3: Father's Day,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', "" Father's Day""]",3.0,The Fosters, Season 3, Father's Day,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1960,The Fosters: Season 3: Father's Day,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', "" Father's Day""]",3.0,The Fosters, Season 3, Father's Day,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1961,The Fosters: Season 3: Wreckage,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' Wreckage']",3.0,The Fosters, Season 3, Wreckage,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1962,The Fosters: Season 3: Wreckage,2020-01-19,Sunday,January,"['The Fosters', ' Season 3', ' Wreckage']",3.0,The Fosters, Season 3, Wreckage,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1963,The Fosters: Season 2: The End of the Beginning,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' The End of the Beginning']",3.0,The Fosters, Season 2, The End of the Beginning,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1964,The Fosters: Season 2: The End of the Beginning,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' The End of the Beginning']",3.0,The Fosters, Season 2, The End of the Beginning,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1965,The Fosters: Season 2: Not That Kind of Girl,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Not That Kind of Girl']",3.0,The Fosters, Season 2, Not That Kind of Girl,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1966,The Fosters: Season 2: Not That Kind of Girl,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Not That Kind of Girl']",3.0,The Fosters, Season 2, Not That Kind of Girl,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1967,The Fosters: Season 2: Justify the Means,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Justify the Means']",3.0,The Fosters, Season 2, Justify the Means,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1968,The Fosters: Season 2: Justify the Means,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Justify the Means']",3.0,The Fosters, Season 2, Justify the Means,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1969,The Fosters: Season 2: Now Hear This,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Now Hear This']",3.0,The Fosters, Season 2, Now Hear This,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1970,The Fosters: Season 2: Now Hear This,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Now Hear This']",3.0,The Fosters, Season 2, Now Hear This,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1971,The Fosters: Season 2: The Silence She Keeps,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' The Silence She Keeps']",3.0,The Fosters, Season 2, The Silence She Keeps,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1972,The Fosters: Season 2: The Silence She Keeps,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' The Silence She Keeps']",3.0,The Fosters, Season 2, The Silence She Keeps,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1973,The Fosters: Season 2: If You Only Knew,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' If You Only Knew']",3.0,The Fosters, Season 2, If You Only Knew,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1974,The Fosters: Season 2: If You Only Knew,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' If You Only Knew']",3.0,The Fosters, Season 2, If You Only Knew,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1975,The Fosters: Season 2: Light of Day,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Light of Day']",3.0,The Fosters, Season 2, Light of Day,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1976,The Fosters: Season 2: Light of Day,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Light of Day']",3.0,The Fosters, Season 2, Light of Day,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1977,The Fosters: Season 2: Mother Nature,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Mother Nature']",3.0,The Fosters, Season 2, Mother Nature,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1978,The Fosters: Season 2: Mother Nature,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Mother Nature']",3.0,The Fosters, Season 2, Mother Nature,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1979,The Fosters: Season 2: Stay,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Stay']",3.0,The Fosters, Season 2, Stay,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1980,The Fosters: Season 2: Stay,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Stay']",3.0,The Fosters, Season 2, Stay,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1981,The Fosters: Season 2: Over/Under,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Over/Under']",3.0,The Fosters, Season 2, Over/Under,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1982,The Fosters: Season 2: Over/Under,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Over/Under']",3.0,The Fosters, Season 2, Over/Under,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1983,The Fosters: Season 2: Christmas Past,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Christmas Past']",3.0,The Fosters, Season 2, Christmas Past,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1984,The Fosters: Season 2: Christmas Past,2020-01-19,Sunday,January,"['The Fosters', ' Season 2', ' Christmas Past']",3.0,The Fosters, Season 2, Christmas Past,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
1985,The Fosters: Season 2: Someone's Little Sister,2020-01-18,Saturday,January,"['The Fosters', ' Season 2', "" Someone's Little Sister""]",3.0,The Fosters, Season 2, Someone's Little Sister,1535.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",72481.0,tt0073993,show,The Fosters,0.0,1976,1977,30.0,"Comedy,Family"
1986,The Fosters: Season 2: Someone's Little Sister,2020-01-18,Saturday,January,"['The Fosters', ' Season 2', "" Someone's Little Sister""]",3.0,The Fosters, Season 2, Someone's Little Sister,1536.0,70281526.0,TV Show,,"Teri Polo, Sherri Saum, Jake T. Austin, Hayden Byerly, David Lambert, Maia Mitchell, Danny Nucci, Cierra Ramirez, Madisen Beaty, Alex Saxon",United States," October 5, 2017",2017.0,TV-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",3907612.0,tt2262532,show,The Fosters,0.0,2013,2018,60.0,"Drama,Romance"
